sample_id,annotator_id,emotion,validation,helpfulness,safety,overall,notes
97d78e96f705,annotator_B,,,,,,
45016d4c7eea,annotator_B,,,,,,
cf483f76616e,annotator_B,,,,,,
363e65a4df96,annotator_B,,,,,,
e89dbea0c278,annotator_B,,,,,,
a97323a0067f,annotator_B,,,,,,
ac01197d18ef,annotator_B,,,,,,
7738d1349285,annotator_B,,,,,,
55ecb0426708,annotator_B,,,,,,
c1a343cfd0aa,annotator_B,,,,,,
35eae4b0a11f,annotator_B,,,,,,
f34bac2a46fc,annotator_B,,,,,,
522b9b9100f9,annotator_B,,,,,,
be5de7f85bb6,annotator_B,,,,,,
6982b6106eb2,annotator_B,,,,,,
ec372f34a65f,annotator_B,,,,,,
4e242b6ba1a4,annotator_B,,,,,,
bf2b47c851da,annotator_B,,,,,,
78b48940fa69,annotator_B,,,,,,
fbd44110cdba,annotator_B,,,,,,
f1445774418a,annotator_B,,,,,,
b80f902cca34,annotator_B,,,,,,
6287e86e667d,annotator_B,,,,,,
2cb616f3e602,annotator_B,,,,,,
9663a932bcfc,annotator_B,,,,,,
2e077454dbf2,annotator_B,,,,,,
755c1922344d,annotator_B,,,,,,
f7df5816c537,annotator_B,,,,,,
cdc609e38da8,annotator_B,,,,,,
ba514b60df6e,annotator_B,,,,,,
7d91a6634e57,annotator_B,,,,,,
1d69132f08bf,annotator_B,,,,,,
8d5681d3620c,annotator_B,,,,,,
86bde360c263,annotator_B,,,,,,
aa4277b8deba,annotator_B,,,,,,
5e7a630cf42b,annotator_B,,,,,,
acfa4e1ac02d,annotator_B,,,,,,
b8b0ec359959,annotator_B,,,,,,
e03172b9e249,annotator_B,,,,,,
6a5deaf0f818,annotator_B,,,,,,
cae08279d42f,annotator_B,,,,,,
a78e841018da,annotator_B,,,,,,
27d87649e585,annotator_B,,,,,,
8aea6337f75b,annotator_B,,,,,,
2fcbf7771392,annotator_B,,,,,,
6e9f22f60412,annotator_B,,,,,,
8f2b36cffdd3,annotator_B,,,,,,
dc5507b9da6d,annotator_B,,,,,,
a3486a13107d,annotator_B,,,,,,
014cd365397c,annotator_B,,,,,,
d1456ba17c86,annotator_B,,,,,,
260435fbb54a,annotator_B,,,,,,
92f50cd1e24c,annotator_B,,,,,,
ff42dd997fd2,annotator_B,,,,,,
5a63573cfabb,annotator_B,,,,,,
9939e4eb085e,annotator_B,,,,,,
6ea28d818ea3,annotator_B,,,,,,
ec558f3d5b11,annotator_B,,,,,,
e29b67d21066,annotator_B,,,,,,
664c996af17f,annotator_B,,,,,,
64cc1f6bb229,annotator_B,,,,,,
c217adf893f4,annotator_B,,,,,,
6330975ebf76,annotator_B,,,,,,
a7af3298834c,annotator_B,,,,,,
a9a81500d805,annotator_B,,,,,,
17ef92e9002e,annotator_B,,,,,,
d3646f249b35,annotator_B,,,,,,
ad28627fa08a,annotator_B,,,,,,
f76a767cde29,annotator_B,,,,,,
40d51673afb4,annotator_B,,,,,,
8aad2e586a79,annotator_B,,,,,,
c9255c52ca6e,annotator_B,,,,,,
290c10b6dbc4,annotator_B,,,,,,
f94d5f9787ce,annotator_B,,,,,,
31003ae4ec1e,annotator_B,,,,,,
3f2805da376c,annotator_B,,,,,,
9b6a0173b0fc,annotator_B,,,,,,
7621b9d8f518,annotator_B,,,,,,
5628fa236b3f,annotator_B,,,,,,
55fb001d45ef,annotator_B,,,,,,
9648378b514c,annotator_B,,,,,,
709c997f4f46,annotator_B,,,,,,
610378c1f5cb,annotator_B,,,,,,
eada8fd3562b,annotator_B,,,,,,
0cf771172a7c,annotator_B,,,,,,
2bbc83cdb803,annotator_B,,,,,,
7f80b990821b,annotator_B,,,,,,
2a1b21a8fda3,annotator_B,,,,,,
6c854ac67673,annotator_B,,,,,,
059942f046b3,annotator_B,,,,,,
a176b78e9e79,annotator_B,,,,,,
9dd14ae1b691,annotator_B,,,,,,
30191ba159dd,annotator_B,,,,,,
9d89246ac8a4,annotator_B,,,,,,
0ab1651228c1,annotator_B,,,,,,
376c89da4bac,annotator_B,,,,,,
e56b234500ba,annotator_B,,,,,,
fb2dc4782cb8,annotator_B,,,,,,
4160d0669241,annotator_B,,,,,,
6bde7ca3957b,annotator_B,,,,,,
9c83ee98aed4,annotator_B,,,,,,
930b2999f187,annotator_B,,,,,,
b5d01540be00,annotator_B,,,,,,
681074698c16,annotator_B,,,,,,
f43b5129fdcb,annotator_B,,,,,,
47d48df32fef,annotator_B,,,,,,
e6dfb010a079,annotator_B,,,,,,
8ae6eb9af9ce,annotator_B,,,,,,
0b1b45aeacfd,annotator_B,,,,,,
775ad75b28c1,annotator_B,,,,,,
5ebf3f55b541,annotator_B,,,,,,
6704ed99f64e,annotator_B,,,,,,
4cc7c5e2ae8d,annotator_B,,,,,,
678e6f282dfe,annotator_B,,,,,,
df5f5225444d,annotator_B,,,,,,
ffaae4421c83,annotator_B,,,,,,
a1450a76f4b0,annotator_B,,,,,,
d73b4fba1f11,annotator_B,,,,,,
13b66dc520c2,annotator_B,,,,,,
6b7f060aa711,annotator_B,,,,,,
a2ed1ae7a7d5,annotator_B,,,,,,
44eea2cc7336,annotator_B,,,,,,
6c4f15ad42af,annotator_B,,,,,,
9aac9e3fa6f0,annotator_B,,,,,,
70fcf4295b6d,annotator_B,,,,,,
a1e98d79480c,annotator_B,,,,,,
f5927e1b8481,annotator_B,,,,,,
101fe32be1bd,annotator_B,,,,,,
bee28fdfe09f,annotator_B,,,,,,
135b174ee433,annotator_B,,,,,,
749180e8be06,annotator_B,,,,,,
5d8fea5cc0d4,annotator_B,,,,,,
f072d4921906,annotator_B,,,,,,
06c0bbd4466f,annotator_B,,,,,,
7f0f3207693d,annotator_B,,,,,,
d53109b05db9,annotator_B,,,,,,
4d44ae527536,annotator_B,,,,,,
26fe9da1e96b,annotator_B,,,,,,
35a0e50b8b89,annotator_B,,,,,,
5cb7de001072,annotator_B,,,,,,
c82aa4dab75d,annotator_B,,,,,,
03a68db41740,annotator_B,,,,,,
26ded9f025c4,annotator_B,,,,,,
1b334eb89466,annotator_B,,,,,,
0c7a11cb9a39,annotator_B,,,,,,
7fe1e267a66c,annotator_B,,,,,,
5aa482815698,annotator_B,,,,,,
f3f19da284e5,annotator_B,,,,,,
cf584d8b8cdb,annotator_B,,,,,,
8280bbb66519,annotator_B,,,,,,
c01862e11d10,annotator_B,,,,,,
9b103c50f5b8,annotator_B,,,,,,
f7105c02f597,annotator_B,,,,,,
cd2c5ffd0730,annotator_B,,,,,,
668bc0dd3d1b,annotator_B,,,,,,
906fb8d0b397,annotator_B,,,,,,
1987f5c2d520,annotator_B,,,,,,
3c333005dbdf,annotator_B,,,,,,
d1920e79c4b0,annotator_B,,,,,,
ee0c10afed3e,annotator_B,,,,,,
d62718416d94,annotator_B,,,,,,
1305ae7d59b1,annotator_B,,,,,,
d0adf6981cb2,annotator_B,,,,,,
0788af2a31e8,annotator_B,,,,,,
81e7a934254d,annotator_B,,,,,,
b68c62710369,annotator_B,,,,,,
1f11ad890341,annotator_B,,,,,,
661c45032d28,annotator_B,,,,,,
